"id","datum","lactatie","dim","productie","BSK","Vet","Eiwit","voer1","voer2","Voer3","Melkingen","Weigeringen","Herkauwminuten","Totale vreettijd in minuten"
"49737",4793,2026-01-24,6,161,38.9,52.5,4.7,3.42,2.72,0.4,NA,4,1,NA,459
"49738",4793,2026-01-25,6,162,38,51.3,4.59,3.43,2.68,0.39,NA,3,1,NA,505
"49739",4793,2026-01-26,6,163,37.2,50.3,4.72,3.45,2.66,0.39,NA,3,4,NA,435
"49740",4793,2026-01-27,6,164,36.9,49.9,4.69,3.45,2.64,0.39,NA,3,1,NA,450
"49741",4793,2026-01-28,6,165,37.8,51.1,4.68,3.42,2.63,0.39,NA,3,6,NA,479
"49742",4793,2026-01-29,6,166,36.5,49.3,4.85,3.45,2.63,0.39,NA,3,3,NA,457
"49743",4793,2026-01-30,6,167,36.3,49,4.92,3.45,2.63,0.39,NA,4,5,NA,469
"49744",4793,2026-01-31,6,168,36.6,49.4,4.69,3.4,2.61,0.38,NA,3,0,NA,435
"49745",4793,2026-02-01,6,169,36.9,49.8,4.69,3.42,2.6,0.38,NA,3,6,NA,455
"49746",4793,2026-02-02,6,170,36.6,49.4,4.76,3.48,2.57,0.38,NA,3,4,NA,444
"49747",4793,2026-02-03,6,171,36.7,49.6,4.74,3.47,2.56,0.38,NA,3,2,NA,441
"49748",4793,2026-02-04,6,172,36.3,49,4.78,3.48,2.56,0.38,NA,3,1,NA,423
"49749",4793,2026-02-05,6,173,36,48.6,4.88,3.45,2.53,0.37,NA,4,6,NA,468
"49750",4793,2026-02-06,6,174,35.9,48.4,4.93,3.44,2.52,0.37,NA,3,2,NA,383
"49751",4793,2026-02-07,6,175,36,48.6,5.04,3.44,2.5,0.37,NA,3,3,NA,419
"49752",4793,2026-02-08,6,176,35.9,48.4,4.78,3.43,2.48,0.37,NA,2,3,NA,393
"49753",4793,2026-02-09,6,177,35.8,48.3,4.92,3.39,2.47,0.37,NA,4,0,NA,442
"49754",4793,2026-02-10,6,178,36.6,49.4,4.88,3.37,2.46,0.36,NA,2,2,NA,389
"49755",4793,2026-02-11,6,179,36.8,49.7,4.66,3.4,2.47,0.37,NA,4,5,NA,422
"49756",4793,2026-02-12,6,180,36,50.8,4.82,3.43,2.49,0.37,NA,3,3,NA,392
"49757",4793,2026-02-13,6,181,37.2,52.5,4.9,3.49,2.45,0.36,NA,3,6,NA,464
"49758",4793,2026-02-14,6,182,37.1,52.3,4.84,3.52,2.52,0.37,NA,3,3,NA,394
"49759",4793,2026-02-15,6,183,36.2,51.1,4.69,3.52,2.51,0.37,NA,3,3,NA,406
"49760",4793,2026-02-16,6,184,37.9,53.5,4.8,3.54,2.47,0.37,NA,3,3,NA,374
"49761",4793,2026-02-17,6,185,37,52.2,4.76,3.56,2.57,0.38,NA,3,2,NA,504
"49762",4793,2026-02-18,6,186,38.2,53.9,4.6,3.55,2.5,0.37,NA,3,3,NA,433
"49763",4793,2026-02-19,6,187,36.6,51.6,4.7,3.59,2.6,0.38,NA,3,0,NA,410
"49764",4793,2026-02-20,6,188,37.2,52.4,5.02,3.56,2.52,0.37,NA,3,1,NA,448
"49765",4793,2026-02-21,6,189,36.2,51.1,4.84,3.5,2.52,0.37,NA,2,2,NA,383
"49766",4793,2026-02-22,6,190,36.7,51.8,4.64,3.51,2.51,0.37,NA,3,0,NA,387
"49767",4793,2026-02-23,6,191,36.4,51.3,4.75,3.57,2.51,0.37,NA,3,0,NA,429
"49768",4793,2026-02-24,6,192,36.3,51.1,4.92,3.57,2.5,0.37,NA,3,4,NA,359
"49769",4793,2026-02-25,6,193,36.3,51.2,4.83,3.56,2.49,0.37,NA,2,3,NA,409
"49770",4793,2026-02-26,6,194,36.4,51.4,4.8,3.56,2.49,0.37,NA,3,2,NA,410
"49771",4793,2026-02-27,6,195,36.8,51.9,4.84,3.53,2.49,0.37,NA,3,1,NA,400
"49772",4793,2026-02-28,6,196,36.7,51.8,4.87,3.58,2.49,0.37,NA,4,12,NA,405
"49773",4793,2026-03-01,6,197,36.9,52.1,4.89,3.56,2.49,0.37,NA,2,1,NA,399
"49774",4793,2026-03-02,6,198,35.6,50.2,4.79,3.55,2.5,0.37,NA,3,6,NA,423
"49775",4793,2026-03-03,6,199,35.3,49.8,4.68,3.54,2.48,0.37,NA,3,2,NA,342
"49776",4793,2026-03-04,6,200,34.9,49.3,4.74,3.54,2.47,0.37,NA,3,0,NA,372
"49777",4793,2026-03-05,6,201,35.5,52.1,4.79,3.52,2.45,0.36,NA,2,1,NA,307
"49778",4793,2026-03-06,6,202,34.3,50.5,4.76,3.54,2.44,0.36,NA,3,1,NA,371
"49779",4793,2026-03-07,6,203,34,49.9,4.9,3.55,2.43,0.36,NA,3,0,NA,411
"49780",4793,2026-03-08,6,204,34,50,4.82,3.52,2.42,0.36,NA,2,3,NA,417
"49781",4793,2026-03-09,6,205,35.2,51.8,4.73,3.49,2.4,0.36,NA,3,0,NA,355
"49782",4793,2026-03-10,6,206,35.9,52.8,4.85,3.5,2.4,0.36,NA,2,2,NA,440
"49783",4793,2026-03-11,6,207,36.6,53.7,4.82,3.52,2.42,0.36,NA,3,0,NA,396
"49784",4793,2026-03-12,6,208,35.4,52.1,4.76,3.54,2.47,0.37,NA,3,3,NA,376
"49785",4793,2026-03-13,6,209,35.9,52.8,4.82,3.53,2.39,0.36,NA,3,6,NA,408
"49786",4793,2026-03-14,6,210,36.1,53.1,4.84,3.55,2.42,0.36,NA,3,4,NA,355
"49787",4793,2026-03-15,6,211,36.9,54.2,4.88,3.57,2.43,0.36,NA,3,2,NA,455
"49788",4793,2026-03-16,6,212,36.7,54,4.79,3.53,2.5,0.37,NA,2,1,NA,394
"49789",4793,2026-03-17,6,213,35,51.4,4.82,3.52,2.48,0.37,NA,3,2,NA,354
"49790",4793,2026-03-18,6,214,35.6,52.3,4.68,3.53,2.43,0.36,NA,2,2,NA,396
"49791",4793,2026-03-19,6,215,35,51.5,4.84,3.54,2.42,0.36,NA,3,2,NA,409
"49792",4793,2026-03-20,6,216,35.6,52.3,5.02,3.54,2.42,0.36,NA,2,6,NA,416
"49793",4793,2026-03-21,6,217,36.2,53.2,4.84,3.53,2.41,0.36,NA,3,6,NA,414
"49794",4793,2026-03-22,6,218,35.9,52.7,4.96,3.57,2.44,0.36,NA,3,1,NA,403
"49795",4793,2026-03-23,6,219,36.3,53.3,4.81,3.56,2.42,0.36,NA,3,4,NA,440
"49796",4793,2026-03-24,6,220,36.2,55.4,4.73,3.58,2.45,0.36,NA,3,3,NA,431
"49797",4793,2026-03-25,6,221,35,53.5,4.85,3.63,2.44,0.36,NA,3,2,NA,425
"49798",4793,2026-03-26,6,222,34.9,53.3,4.66,3.6,2.41,0.36,NA,2,0,NA,435
"49799",4793,2026-03-27,6,223,34.2,52.4,4.59,3.59,2.41,0.36,NA,1,2,NA,519
"49800",4793,2026-03-28,6,224,33.3,51,4.73,3.56,2.4,0.36,NA,3,0,NA,462
"49801",4793,2026-03-29,6,225,32.2,49.3,4.75,3.57,2.39,0.36,NA,1,0,NA,597
"49802",4793,2026-03-30,6,226,34.1,52.1,4.8,3.6,2.37,0.35,NA,3,0,NA,536
"49803",4793,2026-03-31,6,227,32.4,49.5,4.91,3.63,2.35,0.35,NA,2,0,NA,429
"49804",4793,2026-04-01,6,228,34,52.1,4.67,3.62,2.33,0.35,NA,2,2,NA,486
"49805",4793,2026-04-02,6,229,30.9,47.3,4.66,3.62,2.33,0.35,NA,1,0,NA,432
"49806",4793,2026-04-03,6,230,33,50.4,4.69,3.6,2.3,0.34,NA,2,0,NA,498
"49807",4793,2026-04-04,6,231,31.2,47.8,4.62,3.61,2.29,0.34,NA,1,3,NA,462
"49808",4793,2026-04-05,6,232,32,49,4.84,3.61,2.26,0.34,NA,2,0,NA,491
"49809",4793,2026-04-06,6,233,33.3,51,5.09,3.58,2.24,0.34,NA,3,1,NA,475
"49810",4793,2026-04-07,6,234,34.6,52.9,4.97,3.62,2.22,0.33,NA,3,2,NA,449
"49811",4793,2026-04-08,6,235,33.8,51.7,4.91,3.66,2.32,0.35,NA,2,1,NA,481
"49812",4793,2026-04-09,6,236,30,45.9,4.64,3.68,2.26,0.34,NA,1,2,NA,466
"49813",4793,2026-04-10,6,237,32.2,49.3,5.11,3.66,2.18,0.33,NA,3,2,NA,480
"49814",4793,2026-04-11,6,238,31.2,47.7,5.27,3.62,2.17,0.33,NA,2,2,NA,476
"49815",4793,2026-04-12,6,239,31.3,47.9,5.16,3.61,2.16,0.33,NA,2,0,NA,453
"49816",4793,2026-04-13,6,240,32.9,50.3,5.21,3.62,2.15,0.32,NA,2,4,NA,456
"49817",4793,2026-04-14,6,241,31,50,5.14,3.62,2.19,0.33,NA,2,2,NA,465
"49818",4793,2026-04-15,6,242,33.1,53.3,5,3.62,2.14,0.32,NA,3,0,NA,447
"49819",4793,2026-04-16,6,243,31.7,51,5.05,3.62,2.2,0.33,NA,2,2,NA,433
"49820",4793,2026-04-17,6,244,32.6,52.6,4.97,3.63,2.14,0.32,NA,2,8,NA,520
"49821",4793,2026-04-18,6,245,31.1,50.1,5,3.65,2.17,0.33,NA,2,2,NA,417
"49822",4793,2026-04-19,6,246,31.1,50.1,5.04,3.63,2.14,0.32,NA,3,1,NA,387
"49823",4793,2026-04-20,6,247,30,48.4,5.05,3.61,2.13,0.32,NA,2,2,NA,497
"49824",4793,2026-04-21,6,248,30.8,49.6,4.87,3.61,2.11,0.32,NA,2,0,NA,451
"49825",4793,2026-04-22,6,249,30.9,49.8,4.88,3.61,2.09,0.32,NA,1,0,NA,403
"49826",4793,2026-04-23,6,250,29.4,47.3,4.96,3.62,2.07,0.31,NA,2,0,NA,338
"49827",4793,2026-04-24,6,251,28.3,45.5,5.06,3.62,2.07,0.31,NA,1,0,NA,258
"49828",4793,2026-04-25,6,252,22.2,35.7,5.21,3.6,2.05,0.31,NA,2,1,NA,334
"49829",4793,2026-04-26,6,253,25.7,41.5,5.13,3.48,2.01,0.31,NA,2,0,NA,372
"49830",4793,2026-04-27,6,254,25.9,41.7,5.15,3.44,1.97,0.3,NA,1,0,NA,287
"49831",4793,2026-04-28,6,255,24.3,39.1,5.29,3.42,1.94,0.3,NA,2,1,NA,505
"49832",4793,2026-04-29,6,256,27.5,44.2,5.36,3.42,1.9,0.29,NA,3,2,NA,426
"49833",4793,2026-04-30,6,257,28.5,45.9,4.9,3.4,1.87,0.29,NA,2,3,NA,363
"49834",4793,2026-05-01,6,258,29.7,47.8,4.87,3.48,1.85,0.29,NA,2,2,NA,331
"49835",4793,2026-05-02,6,259,29.2,46.9,4.87,3.56,1.94,0.3,NA,2,3,NA,346
"49836",4793,2026-05-03,6,260,30.6,52.7,4.98,3.6,1.91,0.29,NA,3,1,NA,389
"49837",4793,2026-05-04,6,261,30.1,51.8,4.99,3.61,2.01,0.31,NA,1,1,NA,322
"49838",4793,2026-05-05,6,262,29.3,50.4,4.82,3.64,1.97,0.3,NA,3,0,NA,352
"49839",4793,2026-05-06,6,263,26.2,45,4.8,3.62,1.91,0.29,NA,1,1,NA,313
"49840",4793,2026-05-07,6,264,28.1,48.3,4.75,3.6,1.9,0.29,NA,2,0,NA,319
"49841",4793,2026-05-08,6,265,28.5,49,4.64,3.58,1.89,0.29,NA,1,4,NA,397
"49842",4793,2026-05-09,6,266,28.2,48.5,4.72,3.54,1.88,0.29,NA,2,2,NA,318
"49843",4793,2026-05-10,6,267,28.6,49.1,4.68,3.54,1.87,0.29,NA,1,1,NA,363
"49844",4793,2026-05-11,6,268,25.7,44.2,5.06,3.53,1.86,0.29,NA,3,1,NA,354
"49845",4793,2026-05-12,6,269,29.8,51.3,5.12,3.52,1.83,0.5,NA,2,1,NA,359
"49846",4793,2026-05-13,6,270,29.4,50.6,4.81,3.52,1.95,0.8,NA,2,0,NA,291
"49847",4793,2026-05-14,6,271,30.2,52,4.69,3.53,1.92,1,NA,2,2,NA,371
"49848",4793,2026-05-15,6,272,28.5,49.1,4.67,3.59,1.98,1,NA,2,3,NA,349
"49849",4793,2026-05-16,6,273,29.3,50.3,4.59,3.58,1.88,1,NA,2,3,NA,393
"49850",4793,2026-05-17,6,274,28.6,49.2,4.84,3.57,1.91,1,NA,2,0,NA,317
"49851",4793,2026-05-18,6,275,28.1,48.3,4.69,3.54,1.87,1,NA,1,3,NA,360
"49852",4793,2026-05-19,6,276,27.5,47.2,4.88,3.52,1.9,1,NA,2,3,NA,343
"49853",4793,2026-05-20,6,277,28.9,49.8,4.78,3.53,1.87,1,NA,1,3,NA,291
"49854",4793,2026-05-21,6,278,25.1,43.2,4.94,3.53,1.88,1,NA,2,2,NA,401
"49855",4793,2026-05-22,6,279,28.6,49.1,5.02,3.52,1.84,1,NA,3,1,NA,295
"49856",4793,2026-05-23,6,280,29.7,51.1,4.78,3.54,1.86,1,NA,2,2,NA,373
"49857",4793,2026-05-24,6,281,27.8,51.7,4.76,3.59,1.94,1,NA,2,4,NA,385
"49858",4793,2026-05-25,6,282,28.2,52.5,4.65,3.59,1.84,1,NA,1,2,NA,325
"49859",4793,2026-05-26,6,283,29.1,54.2,4.78,3.6,1.86,1,NA,2,2,NA,366
"49860",4793,2026-05-27,6,284,29.3,54.5,4.71,3.59,1.9,1,NA,2,1,NA,335
"49861",4793,2026-05-28,6,285,27.4,51,4.81,3.63,1.91,1,NA,3,2,NA,368
"49862",4793,2026-05-29,6,286,29.2,54.4,4.76,3.63,2.21,1,NA,2,0,NA,332
"49863",4793,2026-05-30,6,287,28.6,53.3,4.89,3.63,2.51,1,NA,2,3,NA,375
"49864",4793,2026-05-31,6,288,28.8,53.6,4.92,3.62,2.72,1,NA,2,8,NA,418
"49865",4793,2026-06-01,6,289,27.1,50.4,4.92,3.63,2.73,1,NA,3,0,NA,391
"49866",4793,2026-06-02,6,290,28.8,53.5,4.95,3.65,2.71,1,NA,2,3,NA,411
"49867",4793,2026-06-03,6,291,28.7,53.4,4.81,3.66,2.73,1,NA,2,5,NA,360
"49868",4793,2026-06-04,6,292,28.8,53.6,4.74,3.65,2.72,1,NA,2,3,NA,367
"49869",4793,2026-06-05,6,293,28,52.1,4.83,3.65,2.73,1,NA,3,5,NA,373
"49870",4793,2026-06-06,6,294,28.4,52.7,4.94,3.63,2.71,1,NA,2,6,NA,383
"49871",4793,2026-06-07,6,295,29.3,54.6,4.92,3.65,2.7,1,NA,3,1,NA,384
"49872",4793,2026-06-08,6,296,29.1,54,4.93,3.67,2.77,1,NA,2,3,NA,397
"49873",4793,2026-06-09,6,297,27.5,51.1,4.96,3.67,2.76,1,NA,2,1,NA,344
"49874",4793,2026-06-10,6,298,25.5,47.4,4.89,3.66,2.71,1,NA,1,2,NA,392
"49875",4793,2026-06-11,6,299,26.6,49.4,5.22,3.65,2.68,1,NA,3,2,NA,373
"49876",4793,2026-06-12,6,300,28,52.2,5.11,3.62,2.68,1,NA,2,2,NA,370
"49877",4793,2026-06-13,6,301,25.7,47.8,4.85,3.61,2.67,1,NA,1,7,NA,361
"49878",4793,2026-06-14,6,302,25.2,46.9,5.13,3.66,2.66,1,NA,3,0,NA,398
"49879",4793,2026-06-15,6,303,27.5,51.2,5.26,3.62,2.63,1,NA,2,3,NA,393
"49880",4793,2026-06-16,6,304,28.2,52.4,5.08,3.6,2.64,1,NA,1,2,NA,366
"49881",4793,2026-06-17,6,305,26.3,48.9,4.9,3.63,2.68,1,NA,2,1,NA,416
"49882",4793,2026-06-18,6,306,28.9,NA,4.89,3.66,2.62,1,NA,2,1,NA,371
"49883",4793,2026-06-19,6,307,28.1,NA,5.04,3.68,2.74,1,NA,2,3,NA,373
"49884",4793,2026-06-20,6,308,25.9,NA,5.02,3.69,2.67,1,NA,2,2,NA,337
"49885",4793,2026-06-21,6,309,26.9,NA,4.99,3.7,2.61,1,NA,2,3,NA,344
"49886",4793,2026-06-22,6,310,25.9,NA,5.13,3.69,2.62,1,NA,2,2,NA,388
"49887",4793,2026-06-23,6,311,25.5,NA,4.96,3.65,2.6,1,NA,2,2,NA,359
"49888",4793,2026-06-24,6,312,25,NA,5.09,3.66,2.57,1,NA,1,1,NA,351
"49889",4793,2026-06-25,6,313,23.7,NA,4.94,3.66,2.56,1,NA,2,2,NA,413
"49890",4793,2026-06-26,6,314,23.9,NA,5.26,3.65,2.54,1,NA,2,3,NA,315
"49891",4793,2026-06-27,6,315,23.6,NA,5.22,3.63,2.52,1,NA,2,2,NA,363
"49892",4793,2026-06-28,6,316,23.2,NA,5.26,3.62,2.5,1,NA,1,2,NA,305
"49893",4793,2026-06-29,6,317,22,NA,5.19,3.59,2.49,1,NA,2,2,NA,308
"49894",4793,2026-06-30,6,318,22.5,NA,5.19,3.55,2.46,1,NA,1,2,NA,307
"49895",4793,2026-07-01,6,319,22.2,NA,5.3,3.59,2.42,1,NA,3,2,NA,366
"49896",4793,2026-07-02,6,320,23.7,NA,5.21,3.54,2.4,1,NA,2,2,NA,325
"49897",4793,2026-07-03,6,321,25,NA,5.19,3.52,2.37,1,NA,2,1,NA,396
"49898",4793,2026-07-04,6,322,24,NA,5.15,3.53,2.42,1,NA,2,1,NA,276
"49899",4793,2026-07-05,6,323,23.5,NA,5.09,3.58,2.34,1,NA,2,0,NA,350
"49900",4793,2026-07-06,6,324,21.3,NA,4.98,3.6,2.32,1,NA,1,1,NA,274
"49901",4793,2026-07-07,6,325,20,NA,5.08,3.61,2.29,1,NA,1,1,NA,342
"49902",4793,2026-07-08,6,326,20.9,NA,5.14,3.58,2.26,1,NA,2,0,NA,317
"49903",4793,2026-07-09,6,327,23.9,NA,5.19,3.53,2.23,1,NA,2,0,NA,333
"49904",4793,2026-07-10,6,328,22.4,NA,5.17,3.53,2.32,1,NA,2,2,NA,350
"49905",4793,2026-07-11,6,329,23,NA,5.05,3.54,2.22,1,NA,2,1,NA,334
"49906",4793,2026-07-12,6,330,22.9,NA,5.04,3.59,2.25,1,NA,2,0,NA,300
"49907",4793,2026-07-13,6,331,11.5,NA,5.58,3.61,2.24,1,NA,1,1,NA,362
"49908",4793,2026-07-14,6,332,23.5,NA,5.46,3.62,1.92,0.93,NA,2,0,NA,299
"49909",4793,2026-07-15,6,333,22.9,NA,5.5,3.65,1.6,0.86,NA,2,2,NA,398
"49910",4793,2026-07-16,6,334,21.8,NA,5.04,3.65,1.28,0.79,NA,2,2,NA,340
"49911",4793,2026-07-17,6,335,21.7,NA,4.97,3.64,0.96,0.71,NA,1,0,NA,361
"49912",4793,2026-07-18,6,336,21.5,NA,5.01,3.59,0.64,0.64,NA,2,2,NA,436
"49913",4793,2026-07-19,6,337,20.8,NA,5.06,3.52,0.32,0.57,NA,2,0,NA,285
"49914",4793,2026-07-20,6,338,19.5,NA,5.03,3.51,0,0.5,NA,1,0,NA,213
"49915",4793,2026-07-21,6,339,14.5,NA,4.87,3.5,0,0.43,NA,1,0,NA,66
"49916",4793,2026-07-22,6,340,7.9,NA,5.14,3.54,0,0.36,NA,1,0,NA,239
"49917",4793,2026-07-23,6,341,2.4,NA,5.92,3.76,0,0,NA,1,0,NA,257
"49918",4793,2026-07-24,6,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317
"49919",4793,2026-07-25,6,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465
"49920",4793,2026-07-26,6,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293
"49921",4793,2026-07-27,6,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327
"49922",4793,2026-07-28,6,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334
"49923",4793,2026-07-29,6,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
"49924",4793,2026-07-30,6,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307
"49925",4793,2026-07-31,6,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243
"49926",4793,2026-08-01,6,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247
"49927",4793,2026-08-02,6,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223
"49928",4793,2026-08-03,6,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315
"49929",4793,2026-08-04,6,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333
"49930",4793,2026-08-05,6,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264
"49931",4793,2026-08-06,6,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393
"49932",4793,2026-08-07,6,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364
"49933",4793,2026-08-08,6,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292
"49934",4793,2026-08-09,6,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296
"49935",4793,2026-08-10,6,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302
"49936",4793,2026-08-11,6,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336
"49937",4793,2026-08-12,6,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378
"49938",4793,2026-08-13,6,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232
"49939",4793,2026-08-14,6,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314
"49940",4793,2026-08-15,6,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216
"49941",4793,2026-08-16,6,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327
"49942",4793,2026-08-17,6,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307
"49943",4793,2026-08-18,6,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286
"49944",4793,2026-08-19,6,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279
"49945",4793,2026-08-20,6,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234
"49946",4793,2026-08-21,6,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310
"49947",4793,2026-08-22,6,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251
"49948",4793,2026-08-23,6,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276
"49949",4793,2026-08-24,6,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333
"49950",4793,2026-08-25,6,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287
"49951",4793,2026-08-26,6,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288
"49952",4793,2026-08-27,6,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312
"49953",4793,2026-08-28,6,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309
"49954",4793,2026-08-29,6,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297
"49955",4793,2026-08-30,6,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290
"49956",4793,2026-08-31,6,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392
"49957",4793,2026-09-01,6,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450
"49958",4793,2026-09-02,6,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429
"49959",4793,2026-09-03,6,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443
"49960",4793,2026-09-04,6,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424
"49961",4793,2026-09-05,6,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407
"49962",4793,2026-09-06,7,0,3.2,NA,3.95,5.23,1.5,0.5,NA,1,4,NA,620
"49963",4793,2026-09-07,7,1,16.6,NA,3.17,5,1.67,0.5,NA,2,2,NA,383
"49964",4793,2026-09-08,7,2,16.9,NA,3.2,4.98,1.83,0.5,NA,1,1,NA,337
"49965",5362,2025-11-12,4,133,27.8,35.6,4.6,3.7,4,0.5,NA,2,0,NA,270
"49966",5362,2025-11-13,4,134,26.7,34.2,4.51,3.68,4,0.5,NA,2,0,NA,216
"49967",5362,2025-11-14,4,135,27.7,35.5,4.73,3.67,4,0.5,NA,2,0,NA,278
"49968",5362,2025-11-15,4,136,27.1,34.7,4.95,3.69,4,0.5,NA,2,3,NA,260
"49969",5362,2025-11-16,4,137,28.7,36.7,4.78,3.71,4,0.5,NA,2,0,NA,295
"49970",5362,2025-11-17,4,138,28.3,36.2,4.65,3.69,4,0.5,NA,2,2,NA,259
"49971",5362,2025-11-18,4,139,27.5,35.2,4.64,3.7,4,0.5,NA,2,0,NA,292
"49972",5362,2025-11-19,4,140,28.8,38.6,4.78,3.71,4,0.5,NA,3,1,NA,230
"49973",5362,2025-11-20,4,141,28.6,38.3,4.83,3.71,4,0.5,NA,2,0,NA,267
"49974",5362,2025-11-21,4,142,27.7,37.1,4.75,3.72,4,0.5,NA,1,0,NA,261
"49975",5362,2025-11-22,4,143,27.9,37.4,4.74,3.71,4,0.5,NA,2,0,NA,232
"49976",5362,2025-11-23,4,144,26.7,35.7,4.83,3.7,4,0.5,NA,3,2,NA,258
"49977",5362,2025-11-24,4,145,28.4,38,4.71,3.73,4,0.5,NA,2,0,NA,252
"49978",5362,2025-11-25,4,146,26.2,35.1,4.45,3.71,4,0.5,NA,2,2,NA,218
"49979",5362,2025-11-26,4,147,28.1,37.6,4.5,3.72,4,0.5,NA,2,0,NA,205
"49980",5362,2025-11-27,4,148,28.4,38.1,4.53,3.68,4,0.5,NA,2,0,NA,269
"49981",5362,2025-11-28,4,149,29.1,38.9,4.65,3.67,4,0.5,NA,2,0,NA,280
"49982",5362,2025-11-29,4,150,28.8,38.6,4.7,3.69,4,0.5,NA,2,0,NA,269
"49983",5362,2025-11-30,4,151,29.6,39.6,4.61,3.73,3.9,0.3,NA,3,2,NA,225
"49984",5362,2025-12-01,4,152,28.5,38.2,4.5,3.78,3.8,0.3,NA,2,0,NA,247
"49985",5362,2025-12-02,4,153,25.6,34.3,4.62,3.81,3.7,0.29,NA,2,0,NA,231
"49986",5362,2025-12-03,4,154,27,36.2,4.7,3.77,3.6,0.28,NA,2,1,NA,279
"49987",5362,2025-12-04,4,155,28.9,38.8,4.66,3.76,3.5,0.28,NA,2,1,NA,222
"49988",5362,2025-12-05,4,156,28.2,37.8,4.57,3.73,3.4,0.29,NA,2,1,NA,236
"49989",5362,2025-12-06,4,157,28,37.5,4.64,3.74,3.3,0.28,NA,3,0,NA,303
"49990",5362,2025-12-07,4,158,27.5,36.8,4.73,3.76,3.2,0.28,NA,2,0,NA,272
"49991",5362,2025-12-08,4,159,27.6,37,4.62,3.74,3.1,0.28,NA,2,1,NA,248
"49992",5362,2025-12-09,4,160,27.9,37.4,4.66,3.78,3,0.28,NA,3,0,NA,267
"49993",5362,2025-12-10,4,161,27.6,38.4,4.66,3.8,2.9,0.28,NA,2,2,NA,241
"49994",5362,2025-12-11,4,162,28.1,39,4.72,3.77,2.8,0.28,NA,3,1,NA,258
"49995",5362,2025-12-12,4,163,28,38.9,4.77,3.8,2.7,0.28,NA,2,1,NA,245
"49996",5362,2025-12-13,4,164,27.9,38.7,4.76,3.82,2.6,0.28,NA,3,5,NA,309
"49997",5362,2025-12-14,4,165,28.3,39.4,4.87,3.83,2.5,0.28,NA,2,2,NA,300
"49998",5362,2025-12-15,4,166,28.2,39.2,4.78,3.78,2.4,0.28,NA,2,3,NA,257
"49999",5362,2025-12-16,4,167,28,39,4.88,3.78,2.3,0.28,NA,2,1,NA,253
"50000",5362,2025-12-17,4,168,28,38.9,4.79,3.81,2.2,0.28,NA,3,1,NA,251
"50001",5362,2025-12-18,4,169,28.4,39.5,4.74,3.77,2.1,0.28,NA,2,1,NA,269
"50002",5362,2025-12-19,4,170,27.7,38.5,4.91,3.8,2,0.28,NA,2,0,NA,215
